,cleaned_title,date,source,source_type,language,sentiment,emotions,emotion_scores
280,This Startup's AI Is Used By Billion Dollar Companies To Hire Top ...,2023-10-11,Forbes,Magazine,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.36654266715049744, 0.23251165449619293, 0.21479032933712006, 0.1861553192138672]"
281,Chat GPT's daily maintenance cost alone is 900 million won... “Generative AI bubble will burst next year”,2023-10-11,한국일보,Other,ko,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7096230983734131, 0.2358391284942627, 0.027341140434145927, 0.027196673676371574]"
282,"How AI can fuel financial scams online, according to industry experts",2023-10-11,ABC News,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6730589270591736, 0.23307806253433228, 0.04749671369791031, 0.046366266906261444]"
283,NYC-based AI model startup Fantix secures $1.6m in funding,2023-10-11,FinTech Global,Blog,en,positive,"['Optimism', 'Skepticism', 'Concern', 'Excitement']","[0.25896593928337097, 0.250802606344223, 0.24965478479862213, 0.24057668447494507]"
284,Better Artificial Intelligence (AI) Stock: Nvidia vs. AMD,2023-10-11,The Motley Fool,Blog,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.41951730847358704, 0.3073091506958008, 0.13924744725227356, 0.133926123380661]"
285,How a Lack of Data Governance Is Blocking Enterprise AI Adoption,2023-10-11,Newsweek,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.8746508955955505, 0.09550276398658752, 0.01683841086924076, 0.013007869943976402]"
286,AI-Powered Data Analysis: 5 Essential Tools for Startups,2023-10-11,YourStory,Press Release Service,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.2836654782295227, 0.25323307514190674, 0.23801633715629578, 0.22508510947227478]"
287,Public sector buyers of AI tech must interrogate its suitability,2023-10-11,ComputerWeekly.com,Magazine,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.6243704557418823, 0.22840595245361328, 0.07897140830755234, 0.06825223565101624]"
288,Why Did Bill Gates Invest $15m in AI Assistant Startup LikeWise?,2023-10-11,Techopedia,Blog,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6004701852798462, 0.17741316556930542, 0.1352263242006302, 0.0868903398513794]"
289,Adobe Stock Is Rallying. The AI Outlook Is Good.,2023-10-11,Barron's,Other,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.5407559275627136, 0.3793829679489136, 0.05480683967471123, 0.025054283440113068]"
290,The reality of ``GPU buying losses'' hindering Japan's generative AI strategy,2023-10-11,東洋経済オンライン,Other,ja,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.8455013632774353, 0.13231922686100006, 0.012877152301371098, 0.009302242659032345]"
291,Will This Hot Artificial Intelligence (AI) Stock Keep Its Momentum or ...,2023-10-11,The Motley Fool,Blog,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.7318529486656189, 0.18579357862472534, 0.055136535316705704, 0.027216937392950058]"
292,Legaltech startup Nexus AI attracts 2 billion won seed investment - Chosun Biz,2023-10-11,조선비즈,Other,ko,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.34238648414611816, 0.34040385484695435, 0.23009338974952698, 0.08711619675159454]"
293,Better Artificial Intelligence Stock: Amazon vs. Symbotic,2023-10-11,The Motley Fool,Blog,en,positive,"['Skepticism', 'Excitement', 'Optimism', 'Concern']","[0.39626988768577576, 0.2296949177980423, 0.20742662250995636, 0.166608527302742]"
294,Gymshark Plans Accelerated Global Growth with Google Cloud AI,2023-10-11,PR Newswire,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.45295006036758423, 0.38847190141677856, 0.1153782457113266, 0.043199826031923294]"
295,Why AMD's Upcoming Chips Won't Be the Savior AI Startups Are ...,2023-10-11,The Information,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6332107782363892, 0.3167392313480377, 0.02601749822497368, 0.0240324717015028]"
296,Missed Nvidia? 2 Promising AI Stocks to Buy Now,2023-10-11,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3723221719264984, 0.2515018582344055, 0.2321733832359314, 0.14400261640548706]"
297,Character.AI's $200 million bet that chatbots are the...,2023-10-11,Forbes México,Magazine,es,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.39187073707580566, 0.2381971776485443, 0.2060033231973648, 0.16392882168293]"
298,OpenText Delivers Broad AI Capabilities for the Enterprise with Aviator,2023-10-11,Forbes,Magazine,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.3190489709377289, 0.30095237493515015, 0.27473506331443787, 0.1052635908126831]"
299,Your Firm and Your AI Financial Reporting,2023-10-11,CPAPracticeAdvisor.com,Press Release Service,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']","[0.4446960389614105, 0.24672195315361023, 0.17500507831573486, 0.13357694447040558]"
300,Legal Update | CFPB Issues New Guidance for AI-Driven Credit ...,2023-10-11,Husch Blackwell,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.46710026264190674, 0.27350786328315735, 0.13397175073623657, 0.12542018294334412]"
301,This Artificial Intelligence Stock Is Now Cathie Wood's Second ...,2023-10-10,The Motley Fool,Blog,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.38618379831314087, 0.35099855065345764, 0.18612851202487946, 0.07668911665678024]"
302,Why Artificial Intelligence (AI) Isn't a Fad for These 2 Stocks,2023-10-10,The Motley Fool,Blog,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.4428500533103943, 0.3648727238178253, 0.10150477290153503, 0.09077254682779312]"
303,AI Robotics Startup NEURA Robotics Secures Additional Funds For ...,2023-10-10,"""metrology news""",News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.27081477642059326, 0.26492053270339966, 0.25131332874298096, 0.21295136213302612]"
304,"Cleanlab Raises $25M Series A to Automatically Increase the Value and Accuracy of the World’s Enterprise Data Used by AI, ML, and Analytics Solutions",2023-10-10,Yahoo Finance,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3521348237991333, 0.2997437119483948, 0.25143322348594666, 0.09668829292058945]"
305,Artificial Intelligence and Alternative Data in Credit Scoring and ...,2023-10-10,S&P Global,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.5313252210617065, 0.20406119525432587, 0.16167259216308594, 0.10294095426797867]"
306,1 Warren Buffett AI Stock Is Down 31% -- Is It Time to Buy?,2023-10-10,The Motley Fool,Blog,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.46761563420295715, 0.2760407328605652, 0.1354866772890091, 0.12085694074630737]"
307,Google's Asia-Pacific Women Founders Fund Picks First Batch Of AI ...,2023-10-10,Forbes,Magazine,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.33131444454193115, 0.2936248779296875, 0.20646314322948456, 0.16859754920005798]"
308,Exclusive: Writesea buys Nigerian AI startup CoverAI in five-figure deal,2023-10-10,TechCabal,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.487296998500824, 0.2342461496591568, 0.20840562880039215, 0.07005125284194946]"
309,Saudi-Chinese cooperation raises concerns over access to AI chips - FT,2023-10-10,Економічна правда,Other,uk,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.876809298992157, 0.10635382682085037, 0.009517739526927471, 0.007319112308323383]"
310,"Generative AI, financial models top of mind for state CIOs in ...",2023-10-10,StateScoop,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3268951177597046, 0.2739681303501129, 0.26540204882621765, 0.13373468816280365]"
311,"Banks, credit unions testing AI models for underwriting in credit cycle",2023-10-10,S&P Global,Other,en,neutral,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.33799800276756287, 0.29113733768463135, 0.19657112658023834, 0.17429350316524506]"
312,Innodata Stock: Mispriced AI Data Engineering And LLM Training ...,2023-10-10,Seeking Alpha,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.9024544358253479, 0.05511588975787163, 0.023113153874874115, 0.019316500052809715]"
313,AI and Fundraising: Does Fundraising Need a Human Element?,2023-10-10,Unite.AI,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6800029873847961, 0.1962503045797348, 0.06717599928379059, 0.05657079443335533]"
314,Why AI Poses a Mortal Threat to Financial Advisors,2023-10-10,Advisor Perspectives,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.8995962142944336, 0.07638664543628693, 0.01209612563252449, 0.011921036057174206]"
315,Cleanlab Raises $25 Million To Help Solve AI Models' Data Mess,2023-10-10,Forbes,Magazine,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.5217546224594116, 0.17065289616584778, 0.16632597148418427, 0.14126646518707275]"
316,1 Artificial Intelligence (AI) Stock That's a Screaming Buy in October ...,2023-10-10,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.934654951095581, 0.04382110387086868, 0.014851010404527187, 0.0066729201935231686]"
317,German AI and robotics startup NEURA Robotics raises €15.1M for ...,2023-10-10,Silicon Canals,Other,en,positive,"['Skepticism', 'Concern', 'Optimism', 'Excitement']","[0.28581804037094116, 0.24087080359458923, 0.24025285243988037, 0.23305824398994446]"
318,"Dell says servers, not PCs, are its main growth engine in the AI era",2023-10-09,The Seattle Times,News Outlet,en,positive,"['Skepticism', 'Optimism', 'Concern', 'Excitement']","[0.2737043797969818, 0.26478779315948486, 0.2623785138130188, 0.19912932813167572]"
319,"Buy this FTSE 100 artificial intelligence (AI) stock, says Goldman Sachs",2023-10-09,Yahoo Finance UK,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5317686796188354, 0.31959959864616394, 0.1028081625699997, 0.045823607593774796]"
320,"Spencer Rascoff on AI: Legacy Companies Take the Lead, Startups Face Challenges – Full Video",2023-10-09,Skift Travel News,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.393405944108963, 0.30555760860443115, 0.15481789410114288, 0.14621858298778534]"
321,US Prosecutors Calls SBF’s $500 Million Investment in AI Firm Anthropic 'Wholly Irrelevant',2023-10-09,Decrypt,Other,en,negative,"['Skepticism', 'Concern', 'Optimism', 'Excitement']","[0.70354163646698, 0.17324797809123993, 0.09628984332084656, 0.026920543983578682]"
322,"Machine learning chips, ‘joint growth’ with AI and quantum computing",2023-10-09,GTT KOREA,Other,ko,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3728480637073517, 0.26852524280548096, 0.266279399394989, 0.09234736114740372]"
323,Tom Brady adds to his USD 300 million net worth with MASSIVE payment from Meta for AI Chatbot likeness,2023-10-09,PINKVILLA,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.5102443099021912, 0.2562522292137146, 0.1200513243675232, 0.11345217376947403]"
324,Meta paying celebrity faces of AI chatbots as much as $5 million,2023-10-09,Business Insider,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.4000701606273651, 0.25031009316444397, 0.1990026831626892, 0.1506170928478241]"
325,These startups are using AI to cut energy waste from buildings,2023-10-09,Canary Media,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.2894996106624603, 0.2781451344490051, 0.240789532661438, 0.19156569242477417]"
326,Generative AI Agent Training Startup Luda Raises $7M,2023-10-09,Voicebot.ai,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.30199843645095825, 0.26295632123947144, 0.21755966544151306, 0.21748562157154083]"
327,Saudi-China collaboration raises concerns about access to AI chips,2023-10-09,Financial Times,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.8795000314712524, 0.10510637611150742, 0.0094316890463233, 0.005961937829852104]"
328,Data reveals dip in generative AI funding,2023-10-09,SiliconRepublic.com,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6127164363861084, 0.2074059545993805, 0.12106825411319733, 0.05880942940711975]"
329,Optimizing AI for Financial Advisors,2023-10-09,Wealth Management,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.8125171661376953, 0.07426180690526962, 0.06983072310686111, 0.043390341103076935]"
330,"Generative AI, a new growth engine for the U.S. IT industry",2023-10-09,The Guru (더 구루),News Outlet,ko,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5099345445632935, 0.3078716993331909, 0.12279688566923141, 0.05939691141247749]"
331,Financial industry group warns SEC AI proposal would hurt ...,2023-10-09,InvestmentNews,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.712445855140686, 0.23513300716876984, 0.02939891256392002, 0.023022260516881943]"
332,This Iconic Artificial Intelligence Stock Is Hiding in Plain Sight,2023-10-09,The Motley Fool,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3257061541080475, 0.3221679627895355, 0.2878933846950531, 0.06423252820968628]"
333,Hedge fund Millennium's new head of AI loves these engineers,2023-10-09,eFinancialCareers,Other,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.33248841762542725, 0.2627027928829193, 0.20475077629089355, 0.20005804300308228]"
334,Is This Stock-Split Artificial Intellgience (AI) Stock a Top Buy Right ...,2023-10-08,The Motley Fool,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.553636908531189, 0.2367745041847229, 0.10798049718141556, 0.101608045399189]"
335,Link Building: U.K. Tech Veterans Connect AI Startups With Corporates,2023-10-08,Forbes,Magazine,en,positive,"['Skepticism', 'Excitement', 'Optimism', 'Concern']","[0.2779839038848877, 0.27205145359039307, 0.24320799112319946, 0.2067566215991974]"
336,Meta Platforms (NASDAQ:META): A Must-Watch Stock for AI ...,2023-10-07,TipRanks,Press Release Service,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5610909461975098, 0.29984250664711, 0.09841805696487427, 0.040648553520441055]"
337,This AI Startup Wants to Help Decode Your Dreams,2023-10-07,Decrypt,Other,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.30494728684425354, 0.26503363251686096, 0.26002463698387146, 0.16999442875385284]"
338,Generative AI Unleashed: Charting The Enterprise Future,2023-10-07,Forbes,Magazine,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.439654141664505, 0.413547545671463, 0.07561243325471878, 0.07118582725524902]"
339,This Magnificent Artificial Intelligence (AI) Stock Has Crushed Nvidia ...,2023-10-07,The Motley Fool,Blog,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.5101293921470642, 0.30710363388061523, 0.14849543571472168, 0.03427157178521156]"
340,"Tom Brady being paid ""millions"" for Meta's AI chatbot likeness: Report",2023-10-07,Sportskeeda,Other,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.6356906294822693, 0.16474691033363342, 0.11758170276880264, 0.08198081701993942]"
341,GenAI Innovation: A Paradigm Shift for Enterprises in the AI Era,2023-10-06,Express Computer,Press Release Service,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3301178514957428, 0.2836592197418213, 0.22788728773593903, 0.15833565592765808]"
342,"Mistral AI, which raised the highest seed amount in Europe, launches its first LLM “Mistral 7B...",2023-10-06,BRIDGE,Other,ca,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3271683156490326, 0.32483386993408203, 0.26514866948127747, 0.08284920454025269]"
