,cleaned_title,date,source,source_type,language,sentiment,emotion,emotions,emotion_scores
509,AI Job Apocalypse: Winners and Losers in the AI Economy,2023-11-01,Business Insider,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7464295625686646, 0.20521321892738342, 0.025443561375141144, 0.022913577035069466]"
510,Getting to MARS: Defense Intelligence Agency AI-assisted database to begin ops in spring,2023-11-01,Breaking Defense,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.4790933430194855, 0.2359684407711029, 0.22242656350135803, 0.06251160800457001]"
511,"Denver International Airport tests Hexwave, a new AI security ...",2023-11-01,Axios,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.6285860538482666, 0.18105171620845795, 0.11962854862213135, 0.07073363661766052]"
512,AI is making its way into the courtroom and legal process,2023-11-01,CNBC,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.40596523880958557, 0.2339613139629364, 0.19420215487480164, 0.165871262550354]"
513,"Georgia lawmakers explore threats, wonders of AI technology with ...",2023-11-01,Georgia Recorder,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7025294303894043, 0.17429402470588684, 0.08937156200408936, 0.03380497545003891]"
514,Thomson Reuters profit beats estimates amid AI push,2023-11-01,Reuters,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.3907318115234375, 0.21802251040935516, 0.2019692361354828, 0.18927641212940216]"
515,"Actors, Hollywood studios still at odds on AI and other issues, union ...",2023-11-01,Reuters,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.798506498336792, 0.13228556513786316, 0.035132452845573425, 0.03407546877861023]"
516,AI in the Global South: Opportunities and challenges towards more ...,2023-11-01,Brookings Institution,Academic Journal,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.3225512206554413, 0.24825574457645416, 0.21638387441635132, 0.21280913054943085]"
517,Callaway uses AI to create new Odyssey putter inserts,2023-11-01,NBC Sports,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.29578930139541626, 0.25901076197624207, 0.23999133706092834, 0.20520862936973572]"
518,AI Safety Summit 2023: The Bletchley Declaration,2023-11-01,GOV.UK,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.519965410232544, 0.17428866028785706, 0.15413396060466766, 0.15161198377609253]"
519,Dell Technologies and Meta: Generative AI with Llama 2,2023-11-01,Lebigdata.fr,Other,fr,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.3307946026325226, 0.2671859860420227, 0.2584548890590668, 0.14356455206871033]"
520,"AI models reuse copyrighted news content, report claims",2023-11-01,SiliconRepublic.com,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5793390870094299, 0.21760159730911255, 0.10174392908811569, 0.10131542384624481]"
521,Global players look to create baseline to evaluate generative AI applications,2023-11-01,ZDNet,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.33995598554611206, 0.23465131223201752, 0.22518502175807953, 0.2002076804637909]"
522,Justine Bateman's Fight Against Generative AI In Hollywood,2023-11-01,IEEE Spectrum,Academic Journal,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6754381060600281, 0.26759591698646545, 0.03338271751999855, 0.023583238944411278]"
523,Biden's Executive Order on AI and the Implications for Industrial ...,2023-11-01,ARC Advisory Group,Corporate,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.778664767742157, 0.07925146818161011, 0.0717729926109314, 0.07031074911355972]"
524,Thomson Reuters unveils generative AI strategy designed to ...,2023-11-01,Thomson Reuters,News Outlet,en,positive,"['Skepticism', 'Concern', 'Optimism', 'Excitement']",Skepticism,"[0.28536784648895264, 0.2712724804878235, 0.2383270263671875, 0.205032616853714]"
525,HubSpot picks up B2B data provider Clearbit to enhance its AI platform,2023-11-01,Yahoo Finance Australia,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.29581043124198914, 0.25794804096221924, 0.2422189712524414, 0.20402255654335022]"
526,Chroma Reaches Major Milestone: More Than One Million Computers Ran Its Vector Database for Building LLM AI Applications Last Month,2023-11-01,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.3561338186264038, 0.33922863006591797, 0.22057977318763733, 0.0840577706694603]"
527,The Personal Data Protection Office initiated proceedings against Open AI. GPT Chat does not guarantee the right to be forgotten,2023-11-01,Bankier.pl,Other,pl,negative,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.6984270215034485, 0.11134567111730576, 0.09963367879390717, 0.09059362858533859]"
528,US to launch its own AI safety institute,2023-11-01,Reuters,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.6425325870513916, 0.15961012244224548, 0.0999971553683281, 0.0978601723909378]"
529,AI safety agreement draws global support,2023-11-01,International Association of Privacy Professionals,Press Release Service,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.42653563618659973, 0.37780410051345825, 0.14101141691207886, 0.05464888736605644]"
530,Imperial takes lead on AI-driven innovation ahead of AI Safety Summit,2023-11-01,Imperial College London,Other,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']",Optimism,"[0.32667025923728943, 0.29113253951072693, 0.2624984383583069, 0.11969877034425735]"
531,OS Designers advances to global hackathon finals with AI organizational automation technology,2023-11-01,AI타임스,News Outlet,ko,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.35879653692245483, 0.2959382236003876, 0.24393567442893982, 0.10132965445518494]"
532,VA's new artificial intelligence centers will focus on iteration in AI ...,2023-10-12,FedScoop,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4003021717071533, 0.2179192751646042, 0.2017480731010437, 0.1800304353237152]"
533,International: How AI is impacting the Consumer Goods and Retail ...,2023-10-12,GlobalComplianceNews,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.55873703956604, 0.16772975027561188, 0.155586838722229, 0.11794642359018326]"
534,AI creates walking robot in 26 seconds,2023-10-12,Creative Bloq,Other,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']",Optimism,"[0.2743178606033325, 0.26864901185035706, 0.26267462968826294, 0.19435851275920868]"
535,"AI Designs Little Robots in 30 Seconds, and They Keep Sprouting ...",2023-10-12,Scientific American,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.2832086682319641, 0.25652238726615906, 0.2486715316772461, 0.21159745752811432]"
536,AI Act Under Threat from Pointless Copyright Demands,2023-10-12,Disruptive Competition Project,Press Release Service,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.9487207531929016, 0.04480547457933426, 0.0036936323158442974, 0.0027801247779279947]"
537,AI designs a new functional robot from scratch in seconds,2023-10-12,DW (Español),Other,es,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.2818107008934021, 0.2717032730579376, 0.2319721281528473, 0.21451382339000702]"
538,Google promises to take the legal heat in users' AI copyright lawsuits,2023-10-12,The Verge,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5248848795890808, 0.24296452105045319, 0.12448041886091232, 0.10767024010419846]"
539,Atomic AI Adds Bristol Myers Squibb Veteran Dr. Manjunath ...,2023-10-12,BioSpace,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.4214044213294983, 0.22313420474529266, 0.20252549648284912, 0.15293584764003754]"
540,Dell Technologies grows generative AI capabilities,2023-10-12,TechCentral.ie,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.32440418004989624, 0.2476002722978592, 0.22419987618923187, 0.2037956714630127]"
541,"Supermicro highlights AI as next industrial revolution; foundation of new era lies with digital data creation, storage, and processing",2023-10-12,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.4313337206840515, 0.274260014295578, 0.2674250900745392, 0.026981189846992493]"
542,AI Roundup: What the Hollywood writers' deal means for other ...,2023-10-12,The Daily Briefing,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.48296409845352173, 0.20992547273635864, 0.17495547235012054, 0.13215497136116028]"
543,"Romanian AI-based platform for used cars raises EUR 300,000 in its first funding round - Romania",2023-10-12,Romania-Insider.com,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.3039628863334656, 0.29111120104789734, 0.2899183928966522, 0.11500751227140427]"
544,Why global regulators are in a quandary on how to govern AI,2023-10-12,The National,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8078485727310181, 0.13000139594078064, 0.03194352239370346, 0.030206531286239624]"
545,Engineering for the Future: Artificial Intelligence in Security,2023-10-12,DATAQUEST,Magazine,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.33540579676628113, 0.3012378513813019, 0.19334809482097626, 0.17000827193260193]"
546,O'SHEA: The Mystery that is Artificial Intelligence,2023-10-12,Irish Echo,Other,en,negative,"['Skepticism', 'Concern', 'Excitement', 'Optimism']",Skepticism,"[0.36413443088531494, 0.3631034195423126, 0.16584280133247375, 0.10691938549280167]"
547,How AI and cybersecurity synergy are shaping the future,2023-10-12,Hindustan Times,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.38181445002555847, 0.3006841838359833, 0.23336446285247803, 0.08413692563772202]"
548,RFPs for Promoting the equitable use of AI to improve Global Health (Senegal),2023-10-12,fundsforNGOs,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.442068874835968, 0.2473486363887787, 0.21818526089191437, 0.09239727258682251]"
549,Safaricom displays AI model as engineering summit kicks off,2023-10-12,The East African,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.33044812083244324, 0.32694390416145325, 0.17177598178386688, 0.1708320826292038]"
550,GE HealthCare Signs $44 Million Contract with BARDA to Develop Artificial Intelligence-Augmented Ultrasound Technology to Aid Clinicians in Diagnosing and Treating Traumatic Injury and Enhance National Preparedness for Mass Casualty Incidents,2023-10-12,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.5809102058410645, 0.17708715796470642, 0.12778827548027039, 0.11421435326337814]"
551,Spain - EU's first AI regulator,2023-10-12,Lexology,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5162830352783203, 0.16842342913150787, 0.16764357686042786, 0.147649884223938]"
552,New AI-based method reduces latency in neurofeedback by 50-fold - News,2023-10-12,News-Medical.Net,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.3671516180038452, 0.22194717824459076, 0.21536622941493988, 0.19553504884243011]"
553,AI Discussion at International Medical Conference Presented by ...,2023-10-12,Newswise,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.3497816026210785, 0.31221726536750793, 0.19031526148319244, 0.14768590033054352]"
554,AUSA 2023: US Army tests SAIC artificial intelligence solution to ...,2023-10-12,Shephard News,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.48252591490745544, 0.19972704350948334, 0.1654408872127533, 0.15230624377727509]"
555,No AI for Space: US Space Force halts use of AI tools over data security concerns,2023-10-12,Firstpost,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.9271365404129028, 0.0578097440302372, 0.010166224092245102, 0.004887467250227928]"
556,Legal and Ethical Challenges of AI in the Metaverse,2023-10-12,Analytics Insight,Blog,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8240709900856018, 0.14506959915161133, 0.016601432114839554, 0.014257964678108692]"
557,Data Privacy And AI Governance: An Outlook On Tech Industry Trends,2023-10-12,Forbes,Magazine,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.45917052030563354, 0.3682299554347992, 0.08850333839654922, 0.08409622311592102]"
558,"SEPTA AI cameras catch over 36,000 vehicles parked illegally in bus lanes",2023-10-12,NBC 10 Philadelphia,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.46799713373184204, 0.27141740918159485, 0.14186407625675201, 0.1187213733792305]"
559,Mipcom Delves Into Artificial Intelligence Concerns With ‘Unlocking AI Summit’,2023-10-12,Variety,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8396589159965515, 0.09520894289016724, 0.041960783302783966, 0.023171305656433105]"
560,AI forces a rethink on executive MBA teaching,2023-10-12,Financial Times,News Outlet,en,negative,"['Skepticism', 'Concern', 'Excitement', 'Optimism']",Skepticism,"[0.3526812195777893, 0.34978848695755005, 0.15243631601333618, 0.14509394764900208]"
561,CNIL offers opinions on AI's data protection compliance,2023-10-12,International Association of Privacy Professionals,Press Release Service,en,neutral,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5085723996162415, 0.24355189502239227, 0.17578168213367462, 0.07209395617246628]"
562,The Lawfare Podcast: Tino Cuéllar and Hadrien Pouget on AI Safety,2023-10-12,Lawfare,Other,en,negative,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.6231156587600708, 0.15043999254703522, 0.11963868141174316, 0.10680568218231201]"
563,"RGo Robotics, Verizon discuss robotics perception and AI compute ...",2023-10-12,Robot Report,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.29757943749427795, 0.27804943919181824, 0.27656519412994385, 0.14780601859092712]"
564,Lenovo Sets the Stage for ‘AI for All’ Ahead of Annual Global Tech ...,2023-10-12,Lenovo StoryHub,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.358243465423584, 0.2945883870124817, 0.18396732211112976, 0.16320081055164337]"
565,Writers Guild AI Deal Pushes Studios Down New Copyright Path,2023-10-12,Bloomberg Law,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5190369486808777, 0.2715362012386322, 0.10866168886423111, 0.1007651537656784]"
566,RSA CEO: ‘AI will replace humans in cybersecurity. Our new job will be to protect it’,2023-10-12,Fortune,News Outlet,en,negative,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.4552239179611206, 0.1865125149488449, 0.1804347187280655, 0.17782887816429138]"
567,Convergence: US and EU diverge on regulatory paths for AI/ML ...,2023-10-12,Regulatory Focus,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.6293761730194092, 0.16564814746379852, 0.1284652054309845, 0.07651040703058243]"
